"Inter_ID","fitted_a","scale_adjust_factor","scaled_a","fitted_h","fitted_w","FoRAGE_ID","Dim","Num_Pred","Pred_or_Para","Habitat","Pred_Vert_Invert","Pred_group_1","Pred_mass","Pred_mass_ID","Prey_Vert_Invert","Prey_group_1","Prey_mass","Prey_mass_ID","X2D_Arena_size","X3D_Arena_size","X2.5D_Arena_size","Arena_size_general","PreyAbundanceGroup","PredAbundanceGroup","PreyMass_g","PredMass_g","PreyAbundance_50","PredAbundance_50","C_R_5","C_R_25","C_R_50","C_R_75","C_R_95","wC_ahR_5","wC_ahR_25","wC_ahR_50","wC_ahR_75","wC_ahR_95"
1,1.38027400924632,223.976521436597,309.148971220337,0.104817918323665,163.086575769725,1700,2.5,1,"Parasitoid","Terrestrial","Invertebrate","Insect",0.125,NA,"Invertebrate","Insect",0.625,1,NA,157,67.5952808785752,67.5952808785752,"invertebrate","invertebrate",0.000625,0.000125,513.316568656417,1330.82719874434,0.00714184022865183,0.251760999338967,2.80703614008484,28.2751946790147,740.838062193312,0.0359438692581331,1.2670778170038,14.1273971016638,142.305103117551,3728.5344837814
2,0.526357462261289,2093.81128353456,1102.0931936553,0.0093417609444515,446.838769653518,140,2,1,"Predator","Aquatic","Invertebrate","Insect",3.65,2,"Invertebrate","Insect",0.12,1,322,NA,NA,322,"invertebrate","invertebrate",0.00012,0.00365,1291.05350487737,163.147746308888,0.000418963565441774,0.0118915326943629,0.128022986690911,1.42461734287177,47.5813142964762,0.0181831122253642,0.516107945966621,5.55637026895976,61.8303902473582,2065.09556384315
3,0.276301107016419,160,44.2081771226271,0.0353534194558374,11.4206173250566,3204,3,1,"Predator","Aquatic","Invertebrate","Crustacean",0.234,3,"Invertebrate","Insect",0.207,14,NA,20,NA,20,"invertebrate","invertebrate",0.000207,0.000234,964.045914253924,879.463017149053,0.00299441317917092,0.0788949055517216,0.890535809247226,10.2743046993725,359.439527800997,0.0218810006092784,0.57650675096887,6.50739112608412,75.0771685279691,2626.52397873149
4,0.181521929205626,106.8,19.3865420391609,0.121725440968894,105.415571818994,2355,3,1,"Predator","Aquatic","Invertebrate","Crustacean",3.87,1,"Invertebrate","Crustacean",0.353,16,NA,40,NA,40,"invertebrate","invertebrate",0.000353,0.00387,696.401515952831,154.103371563357,0.00081585332771172,0.0204442701246718,0.233042724378756,2.46886532766764,83.8326531268877,0.0364435285539692,0.91325668546368,10.4101821596178,110.285883763261,3744.85774211752
5,0.166001767582335,213.6,35.4579775555867,0.15531201545319,97.0963608793826,2356,3,1,"Predator","Aquatic","Invertebrate","Crustacean",3.87,1,"Invertebrate","Crustacean",0.353,16,NA,80,NA,80,"invertebrate","invertebrate",0.000353,0.00387,755.449587810916,158.500416894665,0.000665736032865242,0.0196391077941681,0.241147672674992,2.45034288796048,69.0472341996113,0.0117377163142569,0.34626193819068,4.25173209059798,43.2026891396834,1217.39115808243
6,0.209570275737764,1900.23752969121,398.233303064635,0.0045810551109367,1004.35857232189,3187,3,1,"Predator","Aquatic","Invertebrate","Crustacean",52,10,"Invertebrate","Insect",0.02,10,NA,950,NA,950,"invertebrate","invertebrate",2e-05,0.052,4101.97750265346,33.2653037935213,2.25259041790743e-05,0.000702728499337891,0.00813145963892953,0.0861985289489963,2.46368538715656,0.012387107579608,0.386869807749033,4.47664619159916,47.4553699986046,1356.34714333226
7,0.246595992128653,1904.7619047619,469.706651673624,0.00508646668511163,1044.02686039077,3188,3,1,"Predator","Aquatic","Invertebrate","Crustacean",52,10,"Invertebrate","Insect",0.12,11,NA,950,NA,950,"invertebrate","invertebrate",0.00012,0.052,1353.00267442864,35.8226190991246,8.28069808579433e-05,0.00235871307219547,0.0246090524047459,0.290711228386654,9.03044858127956,0.0361855393140432,1.0306751865289,10.7537698100247,127.036917796668,3946.18930674594
8,0.218286075961507,1904.7619047619,415.783001831441,0.00694053949093301,785.706649503799,3189,3,1,"Predator","Aquatic","Invertebrate","Crustacean",52,10,"Invertebrate","Insect",1.4,12,NA,950,NA,950,"invertebrate","invertebrate",0.0014,0.052,280.680681752414,33.667648279486,0.000377716302441112,0.0107758533081821,0.116080240532793,1.26812373260921,40.3715959171918,0.102811022489063,2.93390300427248,31.6050383765237,345.272485796912,10991.9892758202
9,0.152085062625144,1904.7619047619,289.685833571703,0.0157980573834148,955.213036381071,3190,3,1,"Predator","Aquatic","Invertebrate","Crustacean",52,10,"Invertebrate","Insect",4.8,13,NA,950,NA,950,"invertebrate","invertebrate",0.0048,0.052,141.072566598972,34.0655187826255,0.000665793249919095,0.0219971291359152,0.244632430754267,2.41627258200612,79.674932353351,0.138858017909603,4.59075263806872,51.0564635913973,504.329354546796,16629.9511188094
10,1.76399847641926,11.9262688158819,21.0379200205823,0.0361197822384853,22.8705853455232,2235,2,5,"Predator","Terrestrial","Invertebrate","Insect",3.6,NA,"Invertebrate","Insect",0.138,1,28.3,NA,NA,28.3,"invertebrate","invertebrate",0.000138,0.0036,1325.26228650433,187.653182603907,0.000353876479359845,0.012493931468986,0.126570129193557,1.42209672090023,42.1612555247697,0.0106507696791024,0.376034207181373,3.80941755308765,42.8010879851024,1268.94522040942
11,3.08489499593647,13.0528478596877,40.2666650450708,0.0877130720481987,63.2956203094253,2237,2,5,"Predator","Terrestrial","Invertebrate","Arachnid",0.235,NA,"Invertebrate","Insect",0.138,1,28.3,NA,NA,28.3,"invertebrate","invertebrate",0.000138,0.000235,1277.02495726546,938.58226188075,0.00243033679339624,0.0667220777402751,0.750904100497123,8.41899932886665,287.884187724473,0.0435541604004233,1.19572898615445,13.4569962451203,150.87723647532,5159.18946683945
12,0.340199387043668,6484.63077595817,2206.06741518547,0.0293831548548574,3315.36717596099,1675,2,1,"Predator","Aquatic","Invertebrate","Crustacean",82400,1,"Invertebrate","Mollusk",2.39,3,3000,NA,NA,3000,"invertebrate","invertebrate",0.00239,82.4,242.358031153657,0.394091496076922,4.38676008495379e-06,0.000157161210808307,0.00175019657063573,0.019701577006017,0.620347935169075,0.000221402733238045,0.00800558491673468,0.0894359096052532,1.0074808905173,31.7281304810549
13,0.15418867112737,3915.38102609548,603.70739737098,0.0451225199289449,4772.02860117534,1678,2,1,"Predator","Aquatic","Invertebrate","Crustacean",16500,NA,"Invertebrate","Mollusk",2.39,3,3000,NA,NA,3000,"invertebrate","invertebrate",0.00239,16.5,226.076090071726,1.13079208128693,1.50449171599451e-05,0.000429047571583773,0.00483116768264288,0.0490410174006832,1.73281138455417,0.00263338978778562,0.0751537088530908,0.846018410978091,8.59020182661969,303.550377960501
15,0.0967817363297103,326.441784548422,31.5936027191655,5.79150809718041e-07,0.000331553326319174,2229,3,30,"Predator","Aquatic","Invertebrate","Crustacean",0.975,1,"Algae","Cryptophyte",1.32e-07,3,NA,1500,NA,1500,"Protist","invertebrate",1.32e-10,0.000975,2808746020.96729,390.660351390687,7.65393501798078e-10,1.70943845670955e-08,1.41888368709329e-07,1.21063483281506e-06,3.05497928419519e-05,1.38687234934277e-08,3.09753337351352e-07,2.57104270971865e-06,2.19369238918205e-05,0.000553567820200244
16,0.268878091952004,172043.010752688,46258.5964648609,0.00543794469390841,4397.78047342486,2404,3,1,"Predator","Aquatic","Invertebrate","Insect",3130,4,"Vertebrate","Amphibian",15,1,NA,12900,NA,12900,"ecto_vertebrate","invertebrate",0.015,3.13,158.858437686713,2.95227881768569,6.35325647860961e-05,0.00186046444489234,0.0187109830076867,0.192015413470102,6.775868642818,0.00111065935966036,0.0325193105115419,0.327110774889949,3.35691306911118,118.459829937817
17,0.237185221127142,172043.010752688,40806.0595487557,0.0019580902818177,6036.34317353268,2407,3,1,"Predator","Aquatic","Invertebrate","Insect",3130,4,"Vertebrate","Amphibian",15,1,NA,12900,NA,12900,"ecto_vertebrate","invertebrate",0.015,3.13,157.858141386601,2.87361869492529,5.56308831228474e-05,0.00175010515533263,0.0172558754820272,0.200062947305985,5.75875174706462,0.00420064991736905,0.132183832183908,1.30357650276287,15.1140706466001,435.052636716872
18,0.291918261252291,309677.419354839,90400.493807161,0.00229964712299159,853.197165677303,2420,3,1,"Predator","Aquatic","Invertebrate","Insect",1500,1,"Vertebrate","Amphibian",29,1,NA,12900,NA,12900,"ecto_vertebrate","invertebrate",0.029,1.5,80.295333393157,4.52427062191133,0.000218799648816223,0.00549433937910351,0.0561613816792844,0.576062199542493,14.5173902320975,0.000896470385378585,0.0225480187932287,0.230487269690768,2.36418628093535,59.5805388509352
19,0.606029982141339,361290.322580645,218952.767741387,0.00491166940632972,1089.36564865568,2423,3,1,"Predator","Aquatic","Invertebrate","Insect",1500,1,"Vertebrate","Amphibian",22,1,NA,12900,NA,12900,"ecto_vertebrate","invertebrate",0.022,1.5,104.121725996758,4.7473093166318,0.000191228539238188,0.00446219241291065,0.0477111043594253,0.479210587572265,11.3469438819779,0.000193705510475291,0.00451870010591274,0.0483294308594789,0.485407078552992,11.4940242069168
20,0.185249881655935,215.397456709696,39.9023533644605,0.0723067840662506,372.203742520694,3214,3,1,"Predator","Aquatic","Invertebrate","Insect",10,8,"Invertebrate","Insect",2.1,6,NA,100,NA,100,"invertebrate","invertebrate",0.0021,0.01,235.308453987844,98.7420437881617,0.00149873204825131,0.0437341370610716,0.457561391427317,4.49803560478217,145.343294992671,0.193341650142685,5.64164848658897,59.0272213788331,580.264553096163,18749.8660071036
21,2.35188345802477,211.122727704429,496.536050901116,0.38550274791465,230.828101084285,3215,3,2,"Predator","Aquatic","Invertebrate","Insect",20,9,"Invertebrate","Insect",4.2,6,NA,100,NA,100,"invertebrate","invertebrate",0.0042,0.02,152.596967514636,62.6337773126601,0.00103212831631137,0.036061927416815,0.403031795795016,4.23746100422932,126.516977314633,0.00124462769798524,0.0434868485298334,0.486013347310889,5.10994273180005,152.566485505948
22,0.576861464324312,1178.65927509216,679.923115369096,0.0594512141618237,61.0477970819769,3216,3,4,"Predator","Aquatic","Invertebrate","Insect",36,10,"Invertebrate","Insect",7.56,6,NA,100,NA,100,"invertebrate","invertebrate",0.00756,0.036,110.581255275899,45.2468679447078,0.00127178358301284,0.0382006212484108,0.408322667832363,4.1518624934607,128.564044725183,0.00192070342944485,0.0576918950219014,0.616664351778181,6.27035848974086,194.163971565428
23,0.248368340185224,431.836219582744,107.254445089628,0.0408520675805901,102.310514751022,3217,3,1,"Predator","Aquatic","Invertebrate","Insect",51,11,"Invertebrate","Insect",10.7,6,NA,100,NA,100,"invertebrate","invertebrate",0.0107,0.051,91.9073482341456,34.6754724086403,0.00131342964910008,0.0361296784366947,0.412114027561701,4.22100588308317,111.904129199199,0.0306554479013526,0.843611050221595,9.62280758612873,98.5613837420796,2612.985724487
24,0.0609556081215912,765.39281683889,46.6549846023122,0.0249000451123161,46.458595577145,3218,3,2,"Predator","Aquatic","Invertebrate","Insect",55,12,"Invertebrate","Insect",11.6,6,NA,100,NA,100,"invertebrate","invertebrate",0.0116,0.055,80.0252865310757,35.6243477524812,0.00113964018554328,0.0380900603030696,0.443859093932279,4.90809278964678,193.097943311288,0.0455755895767085,1.52327814557791,17.7502499899929,196.281708564163,7722.2778460402
26,0.274371717060009,1007394.96618002,276400.686628423,0.00165048094765886,257.790206748872,1530,3,1,"Predator","Aquatic","Vertebrate","Fish",139,1,"Invertebrate","Crustacean",0.0657,11,NA,16000,NA,16000,"invertebrate","ecto-vertebrate",6.57e-05,0.139,2130.94281700428,19560.1561135245,0.145272272078666,1.62999832745552,9.45956804126908,57.6778984159049,711.241969527526,0.0820917490236996,0.921093963848776,5.34549695116098,32.5931404710291,401.914946239681
27,2.0764211365133,3579579.57957958,7432714.69887043,1.20659999468704,83959281.0227074,1538,3,1,"Predator","Aquatic","Vertebrate","Fish",27800,1,"Vertebrate","Fish",154,1,NA,9e+06,NA,9e+06,"ecto_vertebrate","ecto-vertebrate",0.154,27.8,15.1902844740162,525.606923429598,0.6174896286602,6.75280988406492,35.4703296149071,183.525899376573,1811.63743977801,5.78079391174051,63.2182374601226,332.06496838623,1718.1268060954,16960.1294192113
28,0.744627864074164,113.221464269694,84.3078571064916,0.0114883796723695,9.97233989694493,1703,2.5,1,"Parasitoid","Terrestrial","Invertebrate","Insect",126,1,"Invertebrate","Insect",0.00116,2,69.4,194,200.308481225905,200.308481225905,"invertebrate","invertebrate",1.16e-06,0.126,22800.4530320008,20.0233428587177,2.85021337878159e-06,8.42376207970273e-05,0.000883856995622491,0.00957008698252287,0.246137258514384,2.93434334734693e-05,0.000867308806015789,0.00910018154429051,0.098533760657244,2.53423910890804
29,0.541294499831829,12435.84542577,6731.45472972814,0.0201551554471624,4411.53018741581,2438,2,1,"Predator","Aquatic","Invertebrate","Crustacean",64200,1,"Invertebrate","Mollusk",1100,2,6080,NA,NA,6080,"invertebrate","invertebrate",1.1,64.2,5.90502515456446,0.489218598754359,0.000223233481625174,0.00828767699418435,0.0888943474048308,0.817512404263626,24.7370811371309,0.00711865078287816,0.269125979520991,2.88887123310328,26.5796098408007,804.282674355421
30,4.21584369542013,1242.22291082971,5237.01762692788,0.158816256064105,4556.84807501877,598,2,8,"Predator","Aquatic","Invertebrate","Crustacean",10.4,3,"Invertebrate","Crustacean",1.03,NA,3850,NA,NA,3850,"invertebrate","invertebrate",0.00103,0.0104,359.51137335208,85.8070151314499,0.000705141073898651,0.022940107894337,0.232624561611363,2.59964014032454,72.1167955953865,0.00386316940981206,0.125673532592101,1.27442554914316,14.242906245921,395.113447749318
31,0.225745044051149,216216.216216216,48809.7392543025,0.000410496985519393,1591.06169188011,3055,3,1,"Predator","Aquatic","Vertebrate","Fish",11200,2,"Invertebrate","Insect",3.5,5,NA,9000,NA,9000,"invertebrate","ecto-vertebrate",0.0035,11.2,191.795644137307,983.444324914105,0.0638507739704387,0.866774193359606,5.17160277987579,31.137264155525,386.070057411741,5.07033485486105,68.8297953227853,410.672382516681,2472.58359508105,30657.4922500999
32,0.126463288844877,216216.216216216,27343.4138042978,0.000354215232375394,352.160305243676,3056,3,1,"Predator","Aquatic","Vertebrate","Fish",20900,6,"Invertebrate","Insect",3.5,5,NA,9000,NA,9000,"invertebrate","ecto-vertebrate",0.0035,20.9,179.370832372938,634.73692793877,0.0471402769813638,0.608770829766895,3.60152789749579,20.6945608824016,284.735057281373,1.71400612041916,22.1347301142535,130.950507656793,752.448182261686,10352.8834787726
33,0.837909151240383,1045.80152671756,876.286669617805,0.0889606056758773,253.622685936163,2168,2,1,"Predator","Terrestrial","Invertebrate","Insect",0.0181,3,"Invertebrate","Insect",0.00116,2,254,NA,NA,254,"invertebrate","invertebrate",1.16e-06,1.81e-05,22011.4313266024,4864.36955627149,0.000634880029626296,0.0194120478599025,0.225780316982236,2.32681046866454,66.2096469299246,0.00206555030716618,0.0631561302074343,0.734565011517623,7.57016192031493,215.409781310326
34,0.788263137464941,1201.01781170483,946.71806840573,0.0183135610756904,195.4509617634,2172,2,1,"Predator","Terrestrial","Invertebrate","Insect",2.09,4,"Invertebrate","Insect",0.00116,2,254,NA,NA,254,"invertebrate","invertebrate",1.16e-06,0.00209,21919.8551207686,242.063086998107,2.83999443842382e-05,0.0010799991444673,0.0115685507066079,0.112867969968784,3.1366215257815,0.000320154767652568,0.0121748445145703,0.130412520480183,1.27237456566679,35.3595282171847
35,0.418364567683324,15.4416961130742,6.46025851864355,0.00791769994196855,0.0543018179800478,2659,2,1,"Predator","Terrestrial","Invertebrate","Insect",0.0613,1,"Invertebrate","Insect",0.00211,2,7.07,NA,NA,7.07,"invertebrate","invertebrate",2.11e-06,6.13e-05,15068.230472061,1897.19701056514,0.000302121061391942,0.0118867556797316,0.130587510134091,1.433514043355,41.4360933677505,0.000320734809912168,0.0126191030950595,0.138633143438174,1.52183431056309,43.98901475204
36,0.0259072192069017,1350.75653370014,34.9943456137242,0.000157882172168533,0.0265437204944765,880,3,1,"Predator","Aquatic","Invertebrate","Crustacean",0.0376,1,"Invertebrate","Rotifer",2e-04,1,NA,2.75,NA,2.75,"invertebrate","invertebrate",2e-07,3.76e-05,60881.4017243468,2630.40053599859,0.000143419956625514,0.00418138889550116,0.0438236437610605,0.495028186574603,11.8215517375548,0.000689033474366332,0.0200886046699329,0.210541912935358,2.37826773018846,56.7943726377402
37,1.92083032511262,159.504132231405,306.380374170857,0.0293149378855297,18.5974357555701,1601,2,1,"Predator","Terrestrial","Invertebrate","Arachnid",250,1,"Invertebrate","Insect",43,4,70.9,NA,NA,70.9,"invertebrate","invertebrate",0.043,0.25,39.2679278809555,12.4949484681554,0.000913179372434502,0.0277043274731199,0.330526622746193,3.47359466271294,96.3632385724632,0.00188033445477482,0.0573631683760949,0.684389833296985,7.19240877734294,199.532840154178
39,0.906395782700312,353.448275862069,320.364026644076,0.18356054869774,228.61295117412,1681,2,1,"Parasitoid","Terrestrial","Invertebrate","Insect",1.06,NA,"Invertebrate","Insect",22.5,1,177,NA,NA,177,"invertebrate","invertebrate",0.0225,0.00106,56.6303480897634,371.150690576924,0.0198824234818731,0.591243161856119,6.18757300059303,69.2217313181075,2381.22783758997,0.0772888945376945,2.29848995979003,24.0545638368118,269.103902974067,9257.17930072844
40,1.31205818718156,372.972972972973,489.362242786636,0.231459511847586,218.697660159181,1684,2,1,"Parasitoid","Terrestrial","Invertebrate","Insect",1.06,NA,"Invertebrate","Insect",30,2,177,NA,NA,177,"invertebrate","invertebrate",0.03,0.00106,49.9161098854992,372.545715245297,0.0212757357051714,0.710667569792241,7.99235551737773,82.5883676104818,2094.93755367712,0.0410788557291661,1.37215655069207,15.4316721099201,159.462115328404,4044.91767844085
41,0.852966067998398,343.440233236152,292.942865335893,0.169913596096531,179.887117481977,1687,2,1,"Parasitoid","Terrestrial","Invertebrate","Insect",1.06,NA,"Invertebrate","Insect",12.5,4,177,NA,NA,177,"invertebrate","invertebrate",0.0125,0.00106,80.7824635427336,344.378310504789,0.014179371987274,0.383664548886599,4.46856597028571,47.6969362443502,1728.34411527977,0.0512439429166615,1.38656357175044,16.1494247749153,172.376973288026,6246.24790141286
42,0.834832602659649,345.614035087719,288.529864427984,0.184784591462113,175.189171446847,1690,2,1,"Parasitoid","Terrestrial","Invertebrate","Insect",1.06,NA,"Invertebrate","Insect",17.5,5,177,NA,NA,177,"invertebrate","invertebrate",0.0175,0.00106,68.1495215609446,392.109661980421,0.0168730674043259,0.510182272277542,5.19497998963186,63.2011320960429,1859.66650779416,0.0554425301868246,1.67639090096499,17.0699585150146,207.670453666863,6110.62697509228
43,0.592240901579416,575,340.538518408164,0.0596948465970031,797.267844967428,677,3,1,"Predator","Aquatic","Invertebrate","Crustacean",0.0663,1,"Vertebrate","Fish",3.91,6,NA,500,NA,500,"ecto_vertebrate","invertebrate",0.00391,6.63e-05,621.397149494759,2069.27149527836,0.0116578361935856,0.358246795679143,3.45923199489909,31.1482852370235,813.100011149089,0.45721331199154,14.0502246154692,135.669067416824,1221.61765199855,31889.310734476
